id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_kelamin,jumlah_kasus,satuan,tahun
280,32,JAWA BARAT,3205,KABUPATEN GARUT,PEREMPUAN,3973,ORANG,2024
281,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAKI-LAKI,1942,ORANG,2024
282,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PEREMPUAN,1370,ORANG,2024
283,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAKI-LAKI,1708,ORANG,2024
284,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PEREMPUAN,1187,ORANG,2024
285,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAKI-LAKI,1749,ORANG,2024
286,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PEREMPUAN,1305,ORANG,2024
287,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAKI-LAKI,4429,ORANG,2024
288,32,JAWA BARAT,3209,KABUPATEN CIREBON,PEREMPUAN,3252,ORANG,2024
289,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAKI-LAKI,2223,ORANG,2024
290,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PEREMPUAN,1736,ORANG,2024
291,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAKI-LAKI,1521,ORANG,2024
292,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PEREMPUAN,1205,ORANG,2024
293,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAKI-LAKI,2477,ORANG,2024
294,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PEREMPUAN,1641,ORANG,2024
295,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAKI-LAKI,3223,ORANG,2024
296,32,JAWA BARAT,3213,KABUPATEN SUBANG,PEREMPUAN,2505,ORANG,2024
297,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAKI-LAKI,2795,ORANG,2024
298,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PEREMPUAN,2306,ORANG,2024
299,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAKI-LAKI,6084,ORANG,2024
300,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PEREMPUAN,4587,ORANG,2024
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAKI-LAKI,6337,ORANG,2024
302,32,JAWA BARAT,3216,KABUPATEN BEKASI,PEREMPUAN,4868,ORANG,2024
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAKI-LAKI,2093,ORANG,2024
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PEREMPUAN,1924,ORANG,2024
305,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAKI-LAKI,502,ORANG,2024
306,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PEREMPUAN,359,ORANG,2024
307,32,JAWA BARAT,3271,KOTA BOGOR,LAKI-LAKI,4791,ORANG,2024
308,32,JAWA BARAT,3271,KOTA BOGOR,PEREMPUAN,4412,ORANG,2024
309,32,JAWA BARAT,3272,KOTA SUKABUMI,LAKI-LAKI,1562,ORANG,2024
310,32,JAWA BARAT,3272,KOTA SUKABUMI,PEREMPUAN,1375,ORANG,2024
311,32,JAWA BARAT,3273,KOTA BANDUNG,LAKI-LAKI,8558,ORANG,2024
312,32,JAWA BARAT,3273,KOTA BANDUNG,PEREMPUAN,8353,ORANG,2024
313,32,JAWA BARAT,3274,KOTA CIREBON,LAKI-LAKI,2032,ORANG,2024
314,32,JAWA BARAT,3274,KOTA CIREBON,PEREMPUAN,1699,ORANG,2024
315,32,JAWA BARAT,3275,KOTA BEKASI,LAKI-LAKI,7148,ORANG,2024
316,32,JAWA BARAT,3275,KOTA BEKASI,PEREMPUAN,5774,ORANG,2024
317,32,JAWA BARAT,3276,KOTA DEPOK,LAKI-LAKI,3885,ORANG,2024
318,32,JAWA BARAT,3276,KOTA DEPOK,PEREMPUAN,3373,ORANG,2024
319,32,JAWA BARAT,3277,KOTA CIMAHI,LAKI-LAKI,1948,ORANG,2024
320,32,JAWA BARAT,3277,KOTA CIMAHI,PEREMPUAN,2038,ORANG,2024
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAKI-LAKI,2180,ORANG,2024
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PEREMPUAN,1838,ORANG,2024
323,32,JAWA BARAT,3279,KOTA BANJAR,LAKI-LAKI,660,ORANG,2024
324,32,JAWA BARAT,3279,KOTA BANJAR,PEREMPUAN,420,ORANG,2024
